term,aliases,category,tags,note,source,version
X射线检测,AXI,Tool,SMT;制造工艺;测试验证,自动X射线检测，用于检查BGA、QFN等隐藏焊点的焊接质量，如短路、开路、空洞。,dictionary_v1,2025-09-28
模内变模温技术,快速热循环,Process,CMF;工艺参数;注塑,在注塑前快速加热模具，注射后快速冷却，可消除熔接痕、提升表面光泽度。,dictionary_v1,2025-09-28
时序分析,信号时序,TestCase,测试验证;硬件相关;软件相关,确保数字系统中相关信号满足建立时间和保持时间的要求，避免时序违规。,dictionary_v1,2025-09-28
锡膏黏度曲线,流变曲线,Metric,SMT;制造工艺;物料,锡膏粘度随剪切速率变化的曲线，全面表征其流变特性。,dictionary_v1,2025-09-28
谐波电流发射,电流谐波,TestCase,EMC;可靠性;法规;测试验证;硬件相关,设备从电网吸取的电流中除基波外的谐波成分含量，需符合规范以减小对电网污染。,dictionary_v1,2025-09-28
胶体固化动力学,固化反应速率,Metric,制造工艺;点胶;物料,研究胶粘剂固化反应速度与温度、时间等条件的关系。,dictionary_v1,2025-09-28
声学扫描显微镜,C-SAM,Tool,可靠性;失效分析;测试验证,利用超声波探测材料内部缺陷（分层空洞）的无损检测设备,dictionary_v1,2025-09-28
抖动,Jitter,Metric,测试验证;硬件相关;设计,数字信号边沿相对于其理想时间位置的短期偏移，是高速信号完整性的重要参数。,dictionary_v1,2025-09-28
邦定线弧形状,线弧轮廓,Process,半导体;封装;工艺参数,键合线从芯片到引脚的弧形轨迹，需优化以实现可靠的电气连接和机械稳定性。,dictionary_v1,2025-09-28
电压波动抗扰度,闪烁测试,TestCase,EMC;可靠性;硬件相关,设备对电网电压波动（如由大功率设备启停引起）的抗干扰能力。,dictionary_v1,2025-09-28
光学轮廓仪,白光干涉仪,Tool,制造工艺;外观;测试验证,用于非接触式测量表面形貌、粗糙度、台阶高度等三维轮廓信息。,dictionary_v1,2025-09-28
模内层压,模内贴膜,Process,CMF;工艺参数;结构相关,将装饰性或功能性薄膜在注塑过程中与塑胶件复合。,dictionary_v1,2025-09-28
锡膏印刷面积比,面积比,Metric,SMT;制造工艺;设计,钢网开口面积与孔壁侧面积的比值，经验上大于0.66有利于锡膏释放。,dictionary_v1,2025-09-28
工频磁场抗扰度,磁场抗扰度,TestCase,EMC;可靠性;硬件相关,设备对50/60Hz电源频率磁场干扰的抵抗能力。,dictionary_v1,2025-09-28
激光共聚焦显微镜,CLSM,Tool,可靠性;失效分析;测试验证,利用激光扫描和针孔技术，获得样品不同深度的光学切片，实现三维成像。,dictionary_v1,2025-09-28
模内传感器,智能模具,Tool,制造工艺;注塑;测试验证,集成在模具内用于监测压力、温度、位移等参数的传感器总称。,dictionary_v1,2025-09-28
邦定线弧长度,线弧跨度,Process,半导体;封装;工艺参数,键合线从第一点到第二点的水平投影距离。,dictionary_v1,2025-09-28
供应链审计,供应商审核,Process,供应链;组织职责;质量体系,对供应商的质量体系生产过程及能力进行的系统性检查与评估,dictionary_v1,2025-09-28
产品数据管理工程师,PDM工程师,Role,流程相关;组织职责;项目相关,负责管理产品全生命周期数据（BOM图纸规格）的工程师,dictionary_v1,2025-09-28
项目质量经理,PQM,Role,组织职责;质量体系;项目相关,负责特定项目内所有质量活动的策划控制和保证的管理人员,dictionary_v1,2025-09-28
环境健康安全工程师,EHS工程师,Role,法规;流程相关;组织职责,负责确保工作环境符合健康安全及环保法规的专业人员,dictionary_v1,2025-09-28
金相切片,交叉切片,Tool,可靠性;失效分析;测试验证,将样品封装研磨抛光后在显微镜下观察内部结构的制样方法,dictionary_v1,2025-09-28
客户质量工程师,CQE,Role,供应链;组织职责;质量体系,作为与客户对接的质量窗口处理客户反馈投诉和审核,dictionary_v1,2025-09-28
高低温循环试验箱,温循箱,Tool,可靠性;测试验证;硬件相关,可编程控制温度在高温和低温间循环变化的测试设备,dictionary_v1,2025-09-28
生产质量工程师,PQE,Role,制造工艺;组织职责;质量体系,负责解决生产线上的质量问题提升直通率和产品质量,dictionary_v1,2025-09-28
可制造性设计评审,DFM评审,Process,制造工艺;设计;质量体系,在产品设计阶段评估其是否易于高效低成本制造的正式评审流程,dictionary_v1,2025-09-28
阳极氧化,阳极化,Process,CMF;制造工艺;可靠性,通过电解在铝材表面生成致密氧化铝膜用于着色耐腐蚀和耐磨,dictionary_v1,2025-09-28
可靠性测试工程师,可靠性工程师,Role,可靠性;测试验证;组织职责,负责制定和执行产品可靠性测试方案评估产品寿命和失效模式,dictionary_v1,2025-09-28
来料质量检验员,IQC检验员,Role,制造工艺;组织职责;质量体系,负责对供应商来料进行检验和判定的操作人员,dictionary_v1,2025-09-28
模流分析软件,Moldflow,Tool,制造工艺;注塑;设计,用于模拟塑料在模具中流动保压冷却过程的CAE软件,dictionary_v1,2025-09-28
失效分析工程师,FA工程师,Role,可靠性;组织职责;质量体系,负责对失效品进行根因分析定位故障机理并提出改进措施,dictionary_v1,2025-09-28
化学镀镍金,ENIG,Process,PCB;制造工艺;工艺参数,在PCB焊盘上化学沉积镍层和金层的表面处理工艺,dictionary_v1,2025-09-28
体系质量工程师,体系工程师,Role,流程相关;组织职责;质量体系,负责建立维护和改进公司质量管理体系（如ISO9001）,dictionary_v1,2025-09-28
离子色谱仪,IC,Tool,可靠性;测试验证;物料,用于检测样品中离子型杂质（如卤素硫酸根）的种类和含量,dictionary_v1,2025-09-28
射频微波暗室,电波暗室,Tool,EMC;射频相关;测试验证,内部覆盖吸波材料用于天线辐射等测试的电磁屏蔽空间,dictionary_v1,2025-09-28
制程质量工程师,IPQC工程师,Role,制造工艺;组织职责;质量体系,负责监控和生产过程质量确保工艺参数稳定和产品符合标准,dictionary_v1,2025-09-28
振动控制器,振动控制仪,Tool,可靠性;测试验证;结构相关,用于控制振动试验台按预设谱线进行振动的设备,dictionary_v1,2025-09-28
功耗分析仪,功率分析仪,Tool,性能指标;测试验证;硬件相关,精确测量设备电压电流功率能耗等电气参数的仪器,dictionary_v1,2025-09-28
材料合规工程师,环保工程师,Role,供应链;法规;组织职责,确保产品所用材料符合RoHS REACH等环保法规的专业人员,dictionary_v1,2025-09-28
X射线荧光光谱仪,XRF,Tool,CMF;测试验证;物料,用于快速无损分析材料元素成分和镀层厚度的仪器,dictionary_v1,2025-09-28
标准化工程师,标准工程师,Role,流程相关;组织职责;设计,负责制定和维护企业技术标准设计规范等,dictionary_v1,2025-09-28
邦定球剪切测试,球剪切测试,TestCase,半导体;可靠性;测试验证,测量芯片键合球与焊盘界面强度的破坏性测试方法,dictionary_v1,2025-09-28
超声波焊接,超声焊,Process,制造工艺;可靠性;结构相关,利用高频振动能量使塑料或金属局部熔化实现连接,dictionary_v1,2025-09-28
实验室认可工程师,实验室工程师,Role,测试验证;组织职责;质量体系,负责实验室管理体系（如CNAS）的建立和维护,dictionary_v1,2025-09-28
红外热像仪,热像仪;IR Camera;Thermal Imager,Tool,可靠性;工具;测试验证;热管理,非接触式测量手机表面温度分布直观定位热点,dictionary_v1,2025-09-28
扫描电子显微镜,SEM,Tool,可靠性;失效分析;测试验证,利用电子束扫描样品表面获得高分辨率形貌图像的设备,dictionary_v1,2025-09-28
质量成本分析师,质量成本会计,Role,流程相关;组织职责;质量体系,负责核算和分析预防鉴定内部和外部失败成本,dictionary_v1,2025-09-28
恒温恒湿试验箱,温湿箱,Tool,可靠性;测试验证;硬件相关,可精确控制温度和湿度的环境模拟设备,dictionary_v1,2025-09-28
矢量网络分析仪,VNA,Tool,射频相关;工具;测试验证;硬件相关,测量射频元器件和电路网络参数的精密仪器,dictionary_v1,2025-09-28
供应商开发工程师,SDE,Role,供应链;组织职责;质量体系,负责寻找评估和引入新供应商并提升现有供应商能力,dictionary_v1,2025-09-28
微弧氧化,等离子体电解氧化;微弧氧化,Process,CMF;制造工艺;可靠性,在铝镁钛等金属表面通过高压放电生成陶瓷化氧化层的技术,dictionary_v1,2025-09-28
计量校准工程师,计量工程师,Role,测试验证;组织职责;质量体系,负责测量设备的定期校准和量值溯源管理,dictionary_v1,2025-09-28
激光测振仪,Laser Doppler Vibrometer;LDV,Tool,可靠性;工具;测试验证;结构相关,利用激光多普勒效应非接触测量物体振动速度和位移的设备,dictionary_v1,2025-09-28
能谱仪,EDS/EDX,Tool,可靠性;失效分析;测试验证,与SEM联用对样品微区进行元素成分定性定量分析,dictionary_v1,2025-09-28
客户满意度经理,CSM,Role,组织职责;质量体系;项目相关,负责监控和提升客户对产品和服务的满意程度,dictionary_v1,2025-09-28
落球冲击测试,球冲击测试,TestCase,可靠性;测试验证;结构相关,用规定重量的钢球从一定高度自由落体冲击样品表面,dictionary_v1,2025-09-28
等离子体清洗,等离子清洗,Process,制造工艺;可靠性;表面处理,利用等离子体活化材料表面去除有机物污染提高粘接性,dictionary_v1,2025-09-28
质量培训师,质量培训专员,Role,流程相关;组织职责;质量体系,负责策划和实施公司范围内的质量意识工具和流程培训,dictionary_v1,2025-09-28
三坐标测量机,CMM,Tool,制造工艺;测试验证;结构相关,用于精密测量工件几何尺寸形状和位置公差的高精度设备,dictionary_v1,2025-09-28
原子力显微镜,AFM,Tool,可靠性;失效分析;测试验证,通过探测针尖与样品表面的原子力获得纳米级分辨率的三维形貌,dictionary_v1,2025-09-28
项目质量保证,PQA,Role,组织职责;质量体系;项目相关,在项目团队内独立评估过程合规性确保项目按质量要求执行,dictionary_v1,2025-09-28
插拔力测试,插拔寿命测试,TestCase,可靠性;测试验证;硬件相关,测试连接器反复插拔过程中的插入力和拔出力以及寿命次数,dictionary_v1,2025-09-28
化学气相沉积,CVD,Process,制造工艺;半导体;硬件相关,利用气态先驱物在衬底表面发生化学反应并沉积固态薄膜的技术,dictionary_v1,2025-09-28
质量信息系统专员,QIS专员,Role,组织职责;质量体系;软件相关,负责维护和质量数据统计分析软件系统（如SPC QMS）,dictionary_v1,2025-09-28
光谱分析仪,OSA,Tool,射频相关;测试验证;硬件相关,测量光信号功率随波长分布关系的仪器,dictionary_v1,2025-09-28
卓越运营经理,精益经理,Role,制造工艺;组织职责;质量体系,推动精益生产六西格玛等持续改进方法提升运营效率和质量,dictionary_v1,2025-09-28
高温存储测试,高温老化,TestCase,可靠性;测试验证;硬件相关,将产品置于高温环境下长时间存储评估其材料和老化的稳定性,dictionary_v1,2025-09-28
物理气相沉积,PVD,Process,CMF;制造工艺;硬件相关,通过物理方法（蒸发溅射）使材料气化并在工件表面沉积成膜,dictionary_v1,2025-09-28
风险管理工程师,风险工程师,Role,组织职责;质量体系;项目相关,负责识别分析和管控产品开发过程中的技术和管理风险,dictionary_v1,2025-09-28
白光干涉仪,光学轮廓仪,Tool,制造工艺;外观;测试验证,用于非接触式测量表面形貌粗糙度台阶高度等三维轮廓,dictionary_v1,2025-09-28
二次离子质谱仪,SIMS,Tool,可靠性;失效分析;测试验证,用离子束溅射样品表面对溅出二次离子进行质谱分析用于痕量元素和深度剖析,dictionary_v1,2025-09-28
质量审计员,内审员,Role,流程相关;组织职责;质量体系,经培训合格负责执行内部质量管理体系审核的人员,dictionary_v1,2025-09-28
弯曲测试,弯折测试,TestCase,可靠性;测试验证;结构相关,对FPC连接线等柔性部件进行反复弯折考核其耐疲劳性,dictionary_v1,2025-09-28
激光焊接,激光焊,Process,制造工艺;可靠性;结构相关,利用高能量密度激光束作为热源进行精密焊接的方法,dictionary_v1,2025-09-28
变更控制委员会,CCB,Role,流程相关;组织职责;项目相关,负责评估和批准产品设计工艺等重要变更的跨部门团队,dictionary_v1,2025-09-28
热阻测试仪,热阻测量系统,Tool,可靠性;测试验证;热管理,用于测量器件结到环境或结到外壳热阻的专用设备,dictionary_v1,2025-09-28
X射线衍射仪,XRD,Tool,可靠性;测试验证;物料,用于分析材料的晶体结构物相组成结晶度等,dictionary_v1,2025-09-28
质量目标管理专员,质量KPI专员,Role,流程相关;组织职责;质量体系,负责制定跟踪和分析公司及部门级质量关键绩效指标,dictionary_v1,2025-09-28
砂尘测试,防尘测试,TestCase,可靠性;测试验证;结构相关,模拟沙尘环境测试产品外壳的防尘能力（IP5X）,dictionary_v1,2025-09-28
选择性焊接,选择焊,Process,PCB;制造工艺;工艺参数,仅对PCB上特定通孔元件进行焊接避免热敏感SMD元件受热,dictionary_v1,2025-09-28
新产品导入质量工程师,NPI QE,Role,组织职责;质量体系;项目相关,负责在新产品从研发转向量产阶段的质量策划和验证,dictionary_v1,2025-09-28
泄漏测试仪,检漏仪,Tool,可靠性;测试验证;结构相关,用于检测产品气密性的设备如压降法氦质谱检漏仪,dictionary_v1,2025-09-28
俄歇电子能谱仪,AES,Tool,可靠性;失效分析;测试验证,用于表面1-3nm层元素的定性定量和化学状态分析,dictionary_v1,2025-09-28
